filename,total_characters,split
10635.txt,601524,train
36970.txt,145400,train
47107.txt,15843,train
56344.txt,742607,train
26457.txt,286363,train
31350.txt,177691,train
29569.txt,192564,train
46727.txt,630431,train
33997.txt,247813,train
7658.txt,1066683,train
33818.txt,614668,train
44433.txt,158581,train
42758.txt,369941,train
51271.txt,593767,train
14884.txt,357494,train
7283.txt,393728,train
909.txt,42051,train
31566.txt,59342,train
11026.txt,518797,train
45689.txt,266554,train
47452.txt,69025,train
40661.txt,482866,train
4247.txt,76485,train
48147.txt,109992,train
56358.txt,330153,train
4355.txt,438002,train
31189.txt,204076,train
27118.txt,136116,train
56395.txt,513761,train
42824.txt,1061631,train
33773.txt,380498,train
27338.txt,279321,train
27861.txt,335076,train
3561.txt,201855,train
44934.txt,224469,train
47611.txt,259274,train
6033.txt,153281,train
10556.txt,399440,train
42032.txt,342501,train
7796.txt,217480,train
36372.txt,84305,train
34637.txt,567625,train
58502.txt,311699,train
3602.txt,60595,train
6963.txt,771638,train
37074.txt,202506,train
940.txt,846717,train
38808.txt,1187772,train
36827.txt,334916,train
690.txt,333582,train
45399.txt,57390,train
28221.txt,280435,train
39273.txt,1054330,train
3390.txt,148284,train
11233.txt,74929,train
56581.txt,471209,train
7784.txt,19514,train
31036.txt,95316,train
452.txt,1247101,train
31507.txt,368868,train
44597.txt,92279,train
41273.txt,196629,train
37840.txt,159081,train
51849.txt,95243,train
44654.txt,76763,train
38160.txt,433820,train
43741.txt,618513,train
31493.txt,138451,train
260.txt,669539,train
1330.txt,15360,train
56688.txt,807525,train
6130.txt,1154678,train
36538.txt,404356,train
42430.txt,103847,train
36127.txt,286501,train
39810.txt,596452,train
54276.txt,211411,train
52947.txt,155437,train
37230.txt,133667,train
55621.txt,27801,train
8841.txt,7725,train
40339.txt,121848,train
21599.txt,119299,train
2460.txt,85288,train
5012.txt,124655,train
6846.txt,537571,train
38456.txt,858076,train
10339.txt,449811,train
1915.txt,348192,train
39383.txt,324699,train
30939.txt,468408,train
2179.txt,325106,train
52634.txt,331775,train
32368.txt,40256,train
3296.txt,603110,train
3407.txt,202905,train
3864.txt,128769,train
42992.txt,879541,train
10987.txt,11295,train
7892.txt,729050,train
19368.txt,416642,train
4621.txt,228383,train
53245.txt,99454,train
6201.txt,415459,train
7862.txt,490648,train
45268.txt,2067201,train
43862.txt,134806,train
25849.txt,304827,train
52155.txt,371980,train
55974.txt,75165,train
42819.txt,145845,train
55474.txt,262740,train
57501.txt,7739,train
5371.txt,127973,train
33718.txt,55152,train
29818.txt,353698,train
26568.txt,1229990,train
26870.txt,27749,train
38498.txt,439590,train
32101.txt,459990,train
7783.txt,63848,train
24505.txt,563259,train
43062.txt,358665,train
36101.txt,333742,train
43481.txt,178040,train
31627.txt,419520,train
43749.txt,402071,train
54918.txt,400760,train
39065.txt,378104,train
41747.txt,1098925,train
37154.txt,22257,train
55845.txt,281739,train
51981.txt,446300,train
47019.txt,774268,train
49564.txt,42451,train
51553.txt,429224,train
53897.txt,701047,train
34436.txt,210269,train
29635.txt,149983,train
1698.txt,295561,train
39026.txt,276886,train
47390.txt,1059066,train
53074.txt,435208,train
47609.txt,86701,train
43288.txt,521641,train
7084.txt,399023,train
55479.txt,745711,train
50462.txt,965557,train
38116.txt,1047836,train
10375.txt,475851,train
31225.txt,823249,train
3349.txt,279558,train
6610.txt,52226,train
43489.txt,825958,train
49925.txt,142837,train
33094.txt,258244,train
43107.txt,212108,train
29287.txt,128899,train
17769.txt,1220829,train
1695.txt,321758,train
1819.txt,26290,train
45816.txt,317105,train
44212.txt,430762,train
6217.txt,214780,train
6433.txt,345149,train
50839.txt,555526,train
41279.txt,946618,train
286.txt,819920,train
10579.txt,245759,train
38606.txt,318540,train
2295.txt,164002,train
33778.txt,717469,train
1202.txt,349811,train
46762.txt,333791,train
42526.txt,754470,train
146.txt,364433,train
45934.txt,889938,train
17069.txt,354255,train
41432.txt,144343,train
52320.txt,192849,train
1455.txt,197266,train
44053.txt,303870,train
55512.txt,5501,train
47123.txt,658936,train
35329.txt,271789,train
37426.txt,664596,train
49270.txt,701479,train
10088.txt,546796,train
37673.txt,247252,train
53864.txt,141755,train
2526.txt,176452,train
43130.txt,233477,train
46709.txt,720957,train
38262.txt,213836,train
11200.txt,375545,train
21509.txt,41979,train
43118.txt,426337,train
27953.txt,558647,train
26524.txt,920142,train
1574.txt,257775,train
53730.txt,249995,train
25072.txt,190668,train
45847.txt,1343031,train
2240.txt,134949,train
41201.txt,440057,train
43579.txt,1270007,train
24942.txt,36464,train
10838.txt,76396,train
55346.txt,475801,train
5182.txt,304033,train
40844.txt,635590,train
36399.txt,424002,train
28596.txt,79778,train
38263.txt,420627,train
39193.txt,309331,train
27063.txt,398635,train
39070.txt,26329,train
1898.txt,237742,train
32945.txt,805261,train
53424.txt,579946,train
27138.txt,241570,train
33701.txt,69698,train
54424.txt,420070,train
42568.txt,100928,train
55816.txt,531400,train
9060.txt,465755,train
24976.txt,501558,train
41535.txt,298064,train
50123.txt,291331,train
28096.txt,535592,train
55155.txt,876169,train
58840.txt,208081,train
28339.txt,121241,train
21099.txt,482088,train
53335.txt,188974,train
30737.txt,1160370,train
44933.txt,75960,train
3762.txt,155823,train
33257.txt,465599,train
52068.txt,79525,train
38649.txt,418182,train
40121.txt,302534,train
54549.txt,585318,train
42958.txt,82632,train
42922.txt,127823,train
35578.txt,44733,train
30881.txt,341936,train
54684.txt,415936,train
43167.txt,229158,train
49178.txt,92174,train
220.txt,88883,train
36226.txt,452876,train
38961.txt,1381644,train
27537.txt,498621,train
47061.txt,241821,train
36321.txt,31369,train
1033.txt,155365,train
45380.txt,180046,train
48195.txt,671655,train
55749.txt,38213,train
8790.txt,23757,train
29739.txt,250210,train
36988.txt,67325,train
48467.txt,298670,train
28528.txt,459132,train
46158.txt,185244,train
4410.txt,194932,train
37560.txt,55584,train
31761.txt,539345,train
1447.txt,486397,train
8708.txt,14704,train
45988.txt,538636,train
34461.txt,262685,train
11956.txt,1088173,train
44780.txt,332757,train
24998.txt,77260,train
46309.txt,974113,train
11085.txt,583004,train
27642.txt,256497,train
50249.txt,60589,train
903.txt,812720,train
12077.txt,1051819,train
7513.txt,526098,train
45414.txt,730450,train
57119.txt,1876523,train
31484.txt,475154,train
41028.txt,354733,train
47483.txt,299323,train
2539.txt,620212,train
50549.txt,141336,train
19199.txt,637632,train
8105.txt,414867,train
13844.txt,349419,train
3393.txt,68137,train
48233.txt,50654,train
20744.txt,52146,train
2287.txt,475803,train
34162.txt,1175643,train
56534.txt,467696,train
46269.txt,265174,train
57237.txt,84030,train
58719.txt,19760,train
35035.txt,641734,train
58360.txt,1645938,train
22094.txt,1561917,train
36189.txt,209982,train
5642.txt,219607,train
56285.txt,143117,train
52709.txt,1684963,train
43.txt,138709,train
2977.txt,233174,train
3655.txt,930816,train
35372.txt,323847,train
58204.txt,407114,train
56620.txt,197270,train
39708.txt,417794,train
36499.txt,333427,train
28446.txt,424457,train
641.txt,533479,train
40442.txt,34906,train
38068.txt,402776,train
8499.txt,231749,train
39306.txt,1086662,train
53803.txt,33036,train
5921.txt,1160680,train
55532.txt,240686,train
31368.txt,1180402,train
49614.txt,332988,train
46812.txt,660748,train
24518.txt,1637372,train
42633.txt,319637,train
28498.txt,207830,train
49372.txt,719621,train
56158.txt,712680,train
55596.txt,497604,train
41996.txt,350084,train
54609.txt,76044,train
3825.txt,188621,train
38376.txt,416757,train
53892.txt,29645,train
12779.txt,296832,train
56280.txt,1006331,train
10778.txt,93972,train
5179.txt,938376,train
29214.txt,232965,train
13470.txt,83772,train
39789.txt,191180,train
9460.txt,540531,train
54954.txt,330818,train
41256.txt,398894,train
54036.txt,326540,train
35589.txt,2030258,train
39599.txt,385855,train
30905.txt,191692,train
16693.txt,293958,train
15254.txt,772311,train
6755.txt,126019,train
4595.txt,393922,train
36113.txt,174059,train
51032.txt,2907669,train
3257.txt,22715,train
39517.txt,532871,train
47776.txt,317703,train
43957.txt,408148,train
38448.txt,701692,train
26541.txt,1122812,train
1316.txt,252654,train
1450.txt,314536,train
3351.txt,96719,train
51090.txt,1110906,train
43539.txt,205771,train
56926.txt,602063,train
55331.txt,467454,train
55328.txt,450647,train
50860.txt,37063,train
10699.txt,905222,train
24622.txt,142567,train
3287.txt,644155,train
43643.txt,112979,train
32399.txt,510474,train
43981.txt,76785,train
10618.txt,14184,train
8477.txt,64200,train
58749.txt,39482,train
47731.txt,637855,train
41381.txt,227827,train
5691.txt,174234,train
32642.txt,245881,train
43942.txt,258531,train
57070.txt,1175316,train
43776.txt,292023,train
27408.txt,14593,train
34615.txt,935071,train
136.txt,52463,train
57455.txt,56920,train
546.txt,494966,train
26600.txt,127342,train
36771.txt,533405,train
36886.txt,246800,train
33037.txt,152068,train
55460.txt,68219,train
31494.txt,39131,train
7243.txt,62421,train
10830.txt,23609,train
33688.txt,549556,train
44930.txt,223698,train
41296.txt,627532,train
40729.txt,82140,train
38525.txt,440323,train
35046.txt,252367,train
4161.txt,106349,train
47365.txt,401137,train
45455.txt,200255,train
45603.txt,951650,train
45291.txt,168416,train
52225.txt,304346,train
39002.txt,486509,train
35779.txt,203245,train
56077.txt,371103,train
33009.txt,468170,train
31630.txt,169731,train
10727.txt,536518,train
937.txt,363903,train
48744.txt,160275,train
1932.txt,219391,train
37042.txt,605964,train
56722.txt,967972,train
45922.txt,166556,train
30826.txt,608466,train
23174.txt,55816,train
26735.txt,262742,train
29760.txt,395889,train
7908.txt,1719,train
7396.txt,70915,train
20034.txt,269780,train
31768.txt,30408,train
48235.txt,719598,train
525.txt,71159,train
37943.txt,341022,train
54287.txt,462954,train
38519.txt,621605,train
51941.txt,354274,train
30925.txt,395434,train
11084.txt,135828,train
29555.txt,690074,train
3188.txt,507313,train
38167.txt,172119,train
41554.txt,185486,train
53907.txt,53841,train
34732.txt,392963,train
38412.txt,108289,train
31821.txt,516678,train
4667.txt,222389,train
49448.txt,79436,train
53701.txt,283953,train
3722.txt,677260,train
2332.txt,1724416,train
37717.txt,475842,train
3372.txt,241549,train
35764.txt,766900,train
41958.txt,85937,train
10659.txt,270453,train
55458.txt,257803,train
40525.txt,285015,train
33445.txt,230166,train
41059.txt,76457,train
41460.txt,373514,train
26391.txt,434195,train
20734.txt,319251,train
42967.txt,310211,train
10782.txt,23102,train
5847.txt,542928,train
55896.txt,307820,train
47926.txt,90201,train
2788.txt,559717,train
44847.txt,130482,train
45686.txt,568543,train
8297.txt,183916,train
43465.txt,748285,train
5943.txt,47745,train
54569.txt,278789,train
32769.txt,53284,train
24628.txt,72181,train
34934.txt,294997,train
10625.txt,1173429,train
27465.txt,116239,train
39457.txt,98261,train
28098.txt,159924,train
41204.txt,397586,train
9631.txt,70684,train
40682.txt,270374,train
41592.txt,402605,train
1680.txt,122987,train
7605.txt,1103060,train
46331.txt,384222,train
52285.txt,533837,train
52913.txt,140410,train
1697.txt,391385,train
27239.txt,54562,train
40864.txt,835938,train
10606.txt,526082,train
4143.txt,124387,train
36238.txt,309639,train
54410.txt,632225,train
28773.txt,467301,train
39673.txt,151261,train
33777.txt,659994,train
44037.txt,341077,train
48275.txt,493298,train
51946.txt,196508,train
10105.txt,113372,train
41471.txt,518248,train
39425.txt,159165,train
7135.txt,274735,train
32275.txt,11966,train
3998.txt,92149,train
28508.txt,81611,train
3787.txt,268344,train
43319.txt,640226,train
2661.txt,215302,train
31386.txt,258960,train
41117.txt,328935,train
29387.txt,442392,train
24604.txt,449500,train
54477.txt,49516,train
27730.txt,443510,train
3919.txt,166483,train
36782.txt,44607,train
52375.txt,343401,train
30731.txt,61098,train
39954.txt,456155,train
55627.txt,105286,train
54025.txt,268718,train
57438.txt,13950,train
42843.txt,981617,train
25363.txt,122972,train
36083.txt,385478,train
51163.txt,741223,train
26789.txt,26951,train
31332.txt,376306,train
47607.txt,420906,train
14244.txt,134472,train
58096.txt,53369,train
26073.txt,814399,train
28470.txt,75188,train
44380.txt,593637,train
32171.txt,160683,train
36737.txt,172021,train
45801.txt,239939,train
55930.txt,179330,train
6191.txt,606359,train
49371.txt,22683,train
55728.txt,139440,train
11050.txt,805357,train
44318.txt,1673323,train
1833.txt,80384,train
36438.txt,210525,train
42709.txt,2320152,train
47778.txt,38693,train
44541.txt,163854,train
57647.txt,101878,train
47351.txt,366514,train
35729.txt,235592,train
45422.txt,1213103,train
23734.txt,183263,train
28349.txt,208436,train
43595.txt,226105,train
9177.txt,12573,train
41241.txt,165870,train
48812.txt,147179,train
41343.txt,1146627,train
33531.txt,44163,train
1387.txt,49880,train
50372.txt,320194,train
52998.txt,603995,train
33211.txt,782164,train
33802.txt,552392,train
2057.txt,388573,train
55769.txt,740822,train
47517.txt,795081,train
11196.txt,529451,train
3231.txt,499225,train
54466.txt,1412451,train
447.txt,131226,train
3854.txt,729041,train
26068.txt,33618,train
39479.txt,291087,train
35207.txt,446667,train
8829.txt,94213,train
3280.txt,591077,train
8169.txt,385175,train
30481.txt,45468,train
42287.txt,373319,train
48173.txt,414935,train
27126.txt,92973,train
3967.txt,572938,train
44989.txt,21413,train
45238.txt,681816,train
44102.txt,292278,train
38766.txt,91234,train
11039.txt,1064701,train
47728.txt,86527,train
3341.txt,328687,train
34110.txt,196933,train
3660.txt,227940,train
497.txt,592977,train
46787.txt,319272,train
58062.txt,2601132,train
52466.txt,1157893,train
35000.txt,129045,train
36507.txt,174993,train
31454.txt,506928,train
979.txt,464041,train
52138.txt,179623,train
53323.txt,815302,train
38185.txt,123803,train
18184.txt,106608,train
46893.txt,299878,train
28344.txt,89754,train
9806.txt,354117,train
56589.txt,213868,train
57613.txt,263360,train
52257.txt,114105,train
32929.txt,569795,train
27717.txt,114319,train
44066.txt,437431,train
5860.txt,232912,train
10983.txt,4849,train
58128.txt,271125,train
40903.txt,276149,train
44816.txt,1424757,train
34675.txt,522729,train
31770.txt,570419,train
54634.txt,283402,train
37308.txt,1446472,train
34266.txt,508767,train
22174.txt,221320,train
44970.txt,339929,train
50808.txt,568228,train
9781.txt,1309029,train
52604.txt,148084,train
53939.txt,384294,train
28812.txt,59652,train
9498.txt,399155,train
39546.txt,207735,train
13660.txt,488114,train
6783.txt,201869,train
50955.txt,197636,train
33942.txt,670228,train
5347.txt,258565,train
41613.txt,316237,train
16474.txt,480085,train
49741.txt,100646,train
21274.txt,12914,train
23284.txt,488554,train
8651.txt,723201,train
47085.txt,423487,train
24939.txt,34268,train
44078.txt,344197,train
8522.txt,637681,train
55548.txt,70424,train
50119.txt,126046,train
51904.txt,44986,train
53460.txt,346821,train
6291.txt,254730,train
47266.txt,111512,train
33433.txt,381566,train
5142.txt,507227,train
8939.txt,592335,train
44127.txt,431942,train
54840.txt,117150,train
8833.txt,71023,train
37232.txt,691402,train
54109.txt,561242,train
45382.txt,494032,train
56851.txt,29841,train
52841.txt,343241,train
41310.txt,458687,train
43796.txt,237498,train
42319.txt,707407,train
25763.txt,182999,train
33815.txt,328624,train
53190.txt,170492,train
5484.txt,105810,train
28432.txt,576778,train
54358.txt,167394,train
46429.txt,229911,train
26864.txt,51349,train
36279.txt,428904,train
44700.txt,3479449,train
41679.txt,64046,train
54616.txt,721769,train
45729.txt,430983,train
40161.txt,829212,train
57533.txt,75635,train
56143.txt,831550,train
46665.txt,531438,train
36939.txt,25837,train
54871.txt,285717,train
49046.txt,93210,train
52681.txt,594900,train
4223.txt,490550,train
4159.txt,75612,train
56629.txt,99027,train
55451.txt,66383,train
482.txt,762380,train
52567.txt,297724,train
32031.txt,76987,train
1899.txt,532821,train
46698.txt,369264,train
26958.txt,70429,train
1633.txt,484251,train
41557.txt,314977,train
25708.txt,288805,train
50080.txt,183484,train
38096.txt,26953,train
52412.txt,345356,train
33407.txt,312032,train
40081.txt,291094,train
51789.txt,2758621,train
56539.txt,145140,train
944.txt,1188393,train
445.txt,343411,train
1438.txt,1490684,train
49263.txt,157052,train
18575.txt,806930,train
50061.txt,97683,train
1046.txt,228597,train
41047.txt,1766934,train
41499.txt,537900,train
913.txt,329209,train
48664.txt,740455,train
711.txt,575923,train
41302.txt,235737,train
33946.txt,32072,train
44469.txt,1239960,train
50152.txt,167922,train
11227.txt,338013,train
57339.txt,64995,train
52548.txt,318362,train
3723.txt,83369,train
1098.txt,497388,train
30755.txt,855896,train
8562.txt,872548,train
41453.txt,476943,train
29423.txt,585360,train
42157.txt,30352,train
52729.txt,631221,train
53542.txt,176646,train
14364.txt,49734,train
57526.txt,56886,train
42906.txt,240301,train
3795.txt,439933,train
42483.txt,806922,train
2272.txt,190066,train
58786.txt,195622,train
27299.txt,19158,train
37841.txt,500050,train
36232.txt,300666,train
401.txt,290076,train
56821.txt,582402,train
39542.txt,377233,train
40492.txt,99001,train
11180.txt,613567,train
56048.txt,232665,train
55316.txt,47772,train
29776.txt,364598,train
37366.txt,25985,train
40306.txt,228681,train
52589.txt,929436,train
2255.txt,162092,train
2425.txt,76054,train
56603.txt,674564,train
44663.txt,43946,train
38086.txt,62138,train
2933.txt,70360,train
4430.txt,150765,train
31923.txt,488912,train
41925.txt,204329,train
38357.txt,523577,train
44810.txt,141346,train
58444.txt,634987,train
47690.txt,393176,train
2387.txt,69174,train
49375.txt,91204,train
54417.txt,295788,train
9916.txt,589478,train
36702.txt,128693,train
1338.txt,178282,train
23474.txt,626340,train
9855.txt,173939,train
33313.txt,328801,train
34780.txt,17408,train
27221.txt,128806,train
24071.txt,269191,train
45712.txt,615307,train
3496.txt,118522,train
76.txt,575138,train
35599.txt,555110,train
38367.txt,783967,train
26419.txt,458172,train
55290.txt,129634,train
16184.txt,332819,train
29921.txt,301570,train
47370.txt,50274,train
33144.txt,108868,train
58427.txt,366790,train
7088.txt,129955,train
38743.txt,299538,train
35133.txt,430114,train
48630.txt,381779,train
30038.txt,86241,train
48458.txt,345724,train
37621.txt,621317,train
34852.txt,249726,train
49296.txt,39331,train
54291.txt,172348,train
43337.txt,1304207,train
44097.txt,424413,train
49964.txt,485932,train
11279.txt,125139,train
50231.txt,587652,train
37013.txt,126510,train
33686.txt,166016,train
49282.txt,231546,train
38274.txt,273152,train
42007.txt,561029,train
2476.txt,278190,train
27778.txt,333472,train
40157.txt,17524,train
58464.txt,793325,train
48149.txt,984277,train
56588.txt,491141,train
26368.txt,483377,train
33555.txt,15234,train
3030.txt,386319,train
10792.txt,19652,train
33888.txt,110888,train
47363.txt,1132131,train
40927.txt,332097,train
46104.txt,105481,train
50545.txt,71008,train
46543.txt,669045,train
29374.txt,311258,train
6601.txt,210646,train
42739.txt,192586,train
37152.txt,151601,train
48134.txt,706133,train
34197.txt,328745,train
2181.txt,359967,train
48980.txt,527230,train
45941.txt,721122,train
27902.txt,343232,train
4157.txt,70672,train
6852.txt,235185,train
58576.txt,606466,train
48483.txt,295592,train
43357.txt,92525,train
8530.txt,614154,train
37993.txt,236185,train
24659.txt,403808,train
45944.txt,336530,train
32881.txt,388510,train
35316.txt,354414,train
2705.txt,326136,train
906.txt,62143,train
35092.txt,951397,train
33922.txt,211505,train
8207.txt,1445046,train
36467.txt,279809,train
34493.txt,530434,train
8220.txt,881726,train
45685.txt,265767,train
35713.txt,52126,train
46345.txt,140252,train
1091.txt,501905,train
2413.txt,652044,train
28288.txt,211860,train
48746.txt,262153,train
40732.txt,272374,train
8945.txt,687434,train
33145.txt,246373,train
56007.txt,261490,train
9839.txt,454495,train
29756.txt,661643,train
54453.txt,118221,train
32986.txt,154720,train
51715.txt,900307,train
4794.txt,536022,train
57899.txt,735988,train
4138.txt,537360,train
30262.txt,268579,train
54289.txt,44423,train
54922.txt,299078,train
1652.txt,294823,train
27571.txt,1166082,train
37181.txt,435001,train
45781.txt,737399,train
47200.txt,213998,train
3548.txt,308587,train
23469.txt,757633,train
393.txt,353924,train
49933.txt,35644,train
27005.txt,140631,train
7334.txt,639461,train
51078.txt,678024,train
35541.txt,466523,train
45858.txt,109263,train
44842.txt,540861,train
49930.txt,1911366,train
8853.txt,5073,train
4474.txt,232404,train
4339.txt,295633,train
30349.txt,367422,train
48753.txt,376134,train
37118.txt,682486,train
55842.txt,151380,train
34128.txt,344584,train
49625.txt,57280,train
53169.txt,203787,train
43056.txt,1089602,train
58038.txt,138306,train
28856.txt,463789,train
29554.txt,43824,train
6701.txt,809006,train
41199.txt,476868,train
1419.txt,108233,train
7296.txt,34102,train
10447.txt,142238,train
42179.txt,1281466,train
29280.txt,39314,train
31408.txt,129132,train
40680.txt,699613,train
39567.txt,312969,train
44745.txt,301356,train
34055.txt,99827,train
31313.txt,388289,train
41673.txt,260674,train
36270.txt,32610,train
38267.txt,1061578,train
39478.txt,77104,train
8552.txt,279667,train
34861.txt,473040,train
46477.txt,326481,train
35452.txt,31153,train
37211.txt,402936,train
44570.txt,180041,train
49557.txt,739396,train
4706.txt,707051,train
36968.txt,107814,train
37332.txt,371412,train
43641.txt,414001,train
2530.txt,645886,train
46013.txt,437104,train
49961.txt,498196,train
38430.txt,152689,train
30172.txt,625265,train
54697.txt,235335,train
1476.txt,764634,train
31316.txt,244625,train
49550.txt,518424,train
2541.txt,691587,train
34205.txt,97682,train
28383.txt,135458,train
5823.txt,118777,train
43368.txt,788649,train
37973.txt,237823,train
39132.txt,314449,train
31795.txt,277472,train
41415.txt,347927,train
48163.txt,301113,train
3316.txt,24550,train
51922.txt,475944,train
35031.txt,305011,train
34730.txt,334861,train
39455.txt,52042,train
41434.txt,298041,train
47942.txt,340178,train
49918.txt,143754,train
45433.txt,53475,train
52245.txt,251129,train
46508.txt,130790,train
26329.txt,314839,train
29797.txt,338170,train
25852.txt,808092,train
2961.txt,214823,train
56872.txt,455948,train
43253.txt,54933,train
56228.txt,51215,train
42616.txt,473258,train
49330.txt,158072,train
1294.txt,158441,train
1845.txt,448239,train
56467.txt,92442,train
10627.txt,501466,train
57133.txt,530858,train
34882.txt,598037,train
33457.txt,2940,train
17359.txt,383132,train
8589.txt,142737,train
47674.txt,758875,train
24084.txt,119417,train
45362.txt,510612,train
52553.txt,92021,train
5851.txt,606504,train
4334.txt,59038,train
53157.txt,1113527,train
36615.txt,531290,train
3526.txt,535376,train
526.txt,210916,train
35186.txt,265404,train
30665.txt,611405,train
28873.txt,244736,train
15174.txt,282417,train
6798.txt,835668,train
54811.txt,1483418,train
36853.txt,516316,train
23274.txt,147200,train
4082.txt,477715,train
32956.txt,521931,train
56464.txt,871340,train
53155.txt,229260,train
54333.txt,453221,train
43842.txt,421852,train
37568.txt,99467,train
41042.txt,488682,train
2628.txt,31313,train
40181.txt,542960,train
34215.txt,279807,train
1223.txt,465684,train
54476.txt,769865,train
42769.txt,306576,train
38234.txt,500719,train
5267.txt,879473,train
54515.txt,63349,train
10569.txt,19812,train
33789.txt,499305,train
34856.txt,553041,train
46516.txt,249080,train
27293.txt,65433,train
8506.txt,270665,train
29649.txt,18276,train
55235.txt,95331,train
292.txt,484203,train
50508.txt,1115087,train
40400.txt,974124,train
10382.txt,114860,train
25205.txt,57053,train
27074.txt,21474,train
34574.txt,210061,train
3572.txt,106453,train
42307.txt,269456,train
50220.txt,1043738,train
41542.txt,518444,train
15699.txt,705188,train
35725.txt,280660,train
45785.txt,781191,train
56312.txt,264905,train
38394.txt,383774,train
30744.txt,584231,train
55299.txt,329698,train
48966.txt,949933,train
25075.txt,147235,train
54499.txt,655681,train
44579.txt,199304,train
58330.txt,252818,train
51969.txt,446914,train
46007.txt,274645,train
34210.txt,368975,train
57423.txt,448536,train
44623.txt,406545,train
46105.txt,312732,train
3251.txt,686900,train
51415.txt,42198,train
39865.txt,433173,train
14899.txt,110196,train
3489.txt,424874,train
10378.txt,438272,train
7904.txt,1719,train
57141.txt,24843,train
35931.txt,197909,train
45810.txt,359758,train
6410.txt,603398,train
5369.txt,150019,train
8452.txt,231147,train
55397.txt,997084,train
35742.txt,414048,train
2114.txt,333313,train
34658.txt,466583,train
26692.txt,376987,train
53194.txt,84664,train
50665.txt,188490,train
44738.txt,299831,train
58536.txt,48333,train
29000.txt,921467,train
25464.txt,46875,train
53870.txt,31473,train
39631.txt,272165,train
46752.txt,1529465,train
9863.txt,682561,train
54570.txt,361736,train
31510.txt,200022,train
1959.txt,216873,train
25941.txt,413591,train
3947.txt,159219,train
54062.txt,35068,train
38700.txt,2828771,train
39098.txt,164874,train
52969.txt,90124,train
16274.txt,893381,train
6814.txt,238260,train
28053.txt,72938,train
2613.txt,1621396,train
1856.txt,633520,train
53625.txt,1763496,train
917.txt,1418724,train
55118.txt,835681,train
53724.txt,777245,train
2817.txt,17746,train
23739.txt,502756,train
10710.txt,407370,train
3068.txt,125104,train
5305.txt,256165,train
27103.txt,30912,train
5942.txt,52801,train
54335.txt,806796,train
5987.txt,408835,train
58603.txt,34429,train
34186.txt,115366,train
47231.txt,75251,train
31081.txt,854857,train
7840.txt,121479,train
33892.txt,461737,train
776.txt,184690,train
6734.txt,351179,train
12819.txt,265414,train
3109.txt,40387,train
49099.txt,615137,train
42549.txt,363717,train
24770.txt,340573,train
47117.txt,628861,train
56223.txt,48907,train
45149.txt,480265,train
658.txt,473148,train
4382.txt,698690,train
5341.txt,217521,train
28316.txt,83208,train
44264.txt,201825,train
20364.txt,136590,train
44153.txt,173691,train
58387.txt,221560,train
47527.txt,219986,train
47525.txt,155017,train
34793.txt,29790,train
38420.txt,927797,train
40241.txt,253596,train
41733.txt,395723,train
45891.txt,745039,train
54271.txt,179001,train
40251.txt,113338,train
52864.txt,46368,train
49267.txt,472587,train
10616.txt,705895,train
50824.txt,289837,train
38923.txt,790376,train
7490.txt,201377,train
10631.txt,1036655,train
12164.txt,422592,train
49621.txt,195030,train
49135.txt,1423824,train
22961.txt,816128,train
57627.txt,667767,train
44477.txt,174832,train
56540.txt,755910,train
48304.txt,299569,train
41754.txt,561053,train
31924.txt,216486,train
34242.txt,72853,train
37999.txt,72153,train
6655.txt,207897,train
53884.txt,6145567,train
4053.txt,653754,train
58635.txt,410378,train
42195.txt,544527,train
3020.txt,897777,train
8412.txt,305386,train
4584.txt,838456,train
49806.txt,493552,train
3764.txt,275584,train
48390.txt,447504,train
35014.txt,188038,train
41031.txt,375533,train
58359.txt,889187,train
2987.txt,535575,train
8852.txt,2421,train
26544.txt,56929,train
53579.txt,237459,train
46261.txt,478135,train
4350.txt,322842,train
29239.txt,257990,train
57623.txt,323136,train
1045.txt,65044,train
24673.txt,12938,train
5802.txt,74687,train
25015.txt,966822,train
49739.txt,299914,train
604.txt,387286,train
7180.txt,507858,train
38375.txt,456227,train
27265.txt,726055,train
8909.txt,719057,train
5411.txt,116162,train
6600.txt,306662,train
6621.txt,266747,train
55110.txt,187966,train
49361.txt,456931,train
30687.txt,116792,train
5927.txt,14172,train
41801.txt,475580,train
10078.txt,63184,train
28285.txt,481399,train
54509.txt,66428,train
27284.txt,438217,train
228.txt,634256,train
1883.txt,420501,train
14324.txt,483196,train
29512.txt,353746,train
2868.txt,491561,train
4645.txt,631656,train
24898.txt,1631703,train
56379.txt,350840,train
45871.txt,121663,train
53881.txt,1807982,train
1201.txt,560674,train
40153.txt,13615,train
32926.txt,469485,train
53893.txt,46865,train
3026.txt,96996,train
53389.txt,48351,train
47533.txt,380142,train
40000.txt,418341,train
49893.txt,36769,train
31641.txt,1134565,train
44342.txt,13399,train
46834.txt,580770,train
53384.txt,619600,train
56362.txt,63858,train
41154.txt,506923,train
30910.txt,248517,train
10368.txt,204560,train
39259.txt,14207,train
38790.txt,246370,train
42826.txt,226289,train
42783.txt,114892,train
33059.txt,100397,train
24711.txt,131907,train
26003.txt,45440,train
44995.txt,172371,train
40301.txt,419722,train
26551.txt,18667,train
39305.txt,1017392,train
4712.txt,559991,train
48786.txt,147868,train
39852.txt,64068,train
38299.txt,238693,train
24623.txt,41323,train
57140.txt,698522,train
